,neg_word,pos_word,negative_affix,tokenizer,neg_bytes,neg_correct,pos_bytes,pos_correct,tokenizer_type
11673,unwrapped,"""wrapped""",un,roberta-base,"['""', 'un', 'wra', 'pped', '""']",Correct,"['""', 'wrapped', '""']",Incorrect,byte_level_bpe
11674,unwrapped,"""wrapped""",un,xlnet-base-cased,"['""', 'un', 'wrapped', '""']",Correct,"['""', 'wrapped', '""']",Incorrect,sentencepiece
11675,unwrapped,"""wrapped""",un,google/flan-t5-xxl,"['""', 'un', 'w', 'rap', 'ped', '""']",Correct,"['""', 'wrapped', '""']",Incorrect,sentencepiece
11676,unwrapped,"""wrapped""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'w', 'ra', 'pped', '""']",Correct,"['""', 'wrapped', '""']",Incorrect,sentencepiece
11677,unwrapped,"""wrapped""",un,albert-base-v2,"['""', 'un', 'wrapped', '""']",Correct,"['""', 'wrapped', '""']",Incorrect,sentencepiece
11678,unwrapped,"""wrapped""",un,bert-base-uncased,"['""', 'un', 'wr', 'app', 'ed', '""']",Correct,"['""', 'wrapped', '""']",Incorrect,wordpiece
11679,unwrapped,"""wrapped""",un,google/electra-base-discriminator,"['""', 'un', 'wr', 'app', 'ed', '""']",Correct,"['""', 'wrapped', '""']",Incorrect,wordpiece
11680,unwrinkled,"""wrinkled""",un,gpt2,"['""', 'un', 'wr', 'ink', 'led', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,byte_level_bpe
11681,unwrinkled,"""wrinkled""",un,p50k_base,"['""', 'un', 'wr', 'ink', 'led', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,byte_level_bpe
11682,unwrinkled,"""wrinkled""",un,cl100k_base,"['""', 'un', 'wr', 'ink', 'led', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,byte_level_bpe
11683,unwrinkled,"""wrinkled""",un,roberta-base,"['""', 'un', 'wr', 'ink', 'led', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,byte_level_bpe
11684,unwrinkled,"""wrinkled""",un,xlnet-base-cased,"['""', 'un', 'w', 'rinkle', 'd', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,sentencepiece
11685,unwrinkled,"""wrinkled""",un,google/flan-t5-xxl,"['""', 'un', 'w', 'rink', 'led', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,sentencepiece
11686,unwrinkled,"""wrinkled""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'wr', 'ink', 'led', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,sentencepiece
11687,unwrinkled,"""wrinkled""",un,albert-base-v2,"['""', 'un', 'w', 'rink', 'led', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,sentencepiece
11688,unwrinkled,"""wrinkled""",un,bert-base-uncased,"['""', 'un', 'wr', 'ink', 'led', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,wordpiece
11689,unwrinkled,"""wrinkled""",un,google/electra-base-discriminator,"['""', 'un', 'wr', 'ink', 'led', '""']",Correct,"['""', 'wr', 'ink', 'led', '""']",Incorrect,wordpiece
11690,unwritten,"""written""",un,gpt2,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,byte_level_bpe
11691,unwritten,"""written""",un,p50k_base,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,byte_level_bpe
11692,unwritten,"""written""",un,cl100k_base,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,byte_level_bpe
11693,unwritten,"""written""",un,roberta-base,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,byte_level_bpe
11694,unwritten,"""written""",un,xlnet-base-cased,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,sentencepiece
11695,unwritten,"""written""",un,google/flan-t5-xxl,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,sentencepiece
11696,unwritten,"""written""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,sentencepiece
11697,unwritten,"""written""",un,albert-base-v2,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,sentencepiece
11698,unwritten,"""written""",un,bert-base-uncased,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,wordpiece
11699,unwritten,"""written""",un,google/electra-base-discriminator,"['""', 'un', 'written', '""']",Correct,"['""', 'written', '""']",Incorrect,wordpiece
11700,azonal,"""zonal""",a,gpt2,"['""', 'azon', 'al', '""']",Incorrect,"['""', 'z', 'onal', '""']",Incorrect,byte_level_bpe
11701,azonal,"""zonal""",a,p50k_base,"['""', 'azon', 'al', '""']",Incorrect,"['""', 'z', 'onal', '""']",Incorrect,byte_level_bpe
11702,azonal,"""zonal""",a,cl100k_base,"['""', 'azon', 'al', '""']",Incorrect,"['""', 'z', 'onal', '""']",Incorrect,byte_level_bpe
11703,azonal,"""zonal""",a,roberta-base,"['""', 'azon', 'al', '""']",Incorrect,"['""', 'z', 'onal', '""']",Incorrect,byte_level_bpe
11704,azonal,"""zonal""",a,xlnet-base-cased,"['""', 'a', 'zon', 'al', '""']",Correct,"['""', 'z', 'onal', '""']",Incorrect,sentencepiece
11705,azonal,"""zonal""",a,google/flan-t5-xxl,"['""', 'a', 'zon', 'al', '""']",Correct,"['""', 'z', 'onal', '""']",Incorrect,sentencepiece
11706,azonal,"""zonal""",a,meta-llama/Llama-2-13b-chat-hf,"['""', 'az', 'onal', '""']",Incorrect,"['""', 'z', 'onal', '""']",Incorrect,sentencepiece
11707,azonal,"""zonal""",a,albert-base-v2,"['""', 'a', 'zon', 'al', '""']",Correct,"['""', 'z', 'onal', '""']",Incorrect,sentencepiece
11708,azonal,"""zonal""",a,bert-base-uncased,"['""', 'az', 'onal', '""']",Incorrect,"['""', 'z', 'onal', '""']",Incorrect,wordpiece
11709,azonal,"""zonal""",a,google/electra-base-discriminator,"['""', 'az', 'onal', '""']",Incorrect,"['""', 'z', 'onal', '""']",Incorrect,wordpiece
11710,Nonconformist,"""Anglican""",non,gpt2,"['""', 'Non', 'con', 'form', 'ist', '""']",Incorrect,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,byte_level_bpe
11711,Nonconformist,"""Anglican""",non,p50k_base,"['""', 'Non', 'con', 'form', 'ist', '""']",Incorrect,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,byte_level_bpe
11712,Nonconformist,"""Anglican""",non,cl100k_base,"['""', 'Non', 'con', 'form', 'ist', '""']",Incorrect,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,byte_level_bpe
11713,Nonconformist,"""Anglican""",non,roberta-base,"['""', 'Non', 'con', 'form', 'ist', '""']",Incorrect,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,byte_level_bpe
11714,Nonconformist,"""Anglican""",non,xlnet-base-cased,"['""', 'N', 'on', 'con', 'form', 'ist', '""']",Incorrect,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,sentencepiece
11715,Nonconformist,"""Anglican""",non,google/flan-t5-xxl,"['""', 'N', 'on', 'con', 'form', 'ist', '""']",Incorrect,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,sentencepiece
11716,Nonconformist,"""Anglican""",non,meta-llama/Llama-2-13b-chat-hf,"['""', 'Non', 'con', 'form', 'ist', '""']",Incorrect,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,sentencepiece
11717,Nonconformist,"""Anglican""",non,albert-base-v2,"['""', 'non', 'con', 'form', 'ist', '""']",Correct,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,sentencepiece
11718,Nonconformist,"""Anglican""",non,bert-base-uncased,"['""', 'non', 'con', 'form', 'ist', '""']",Correct,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,wordpiece
11719,Nonconformist,"""Anglican""",non,google/electra-base-discriminator,"['""', 'non', 'con', 'form', 'ist', '""']",Correct,"['""', 'Ang', 'lic', 'an', '""']",Incorrect,wordpiece
11720,inability,"""ability""",in,gpt2,"['""', 'in', 'ability', '""']",Correct,"['""', 'ability', '""']",Incorrect,byte_level_bpe
11721,inability,"""ability""",in,p50k_base,"['""', 'in', 'ability', '""']",Correct,"['""', 'ability', '""']",Incorrect,byte_level_bpe
11722,inability,"""ability""",in,cl100k_base,"['""in', 'ability', '""']",Incorrect,"['""', 'ability', '""']",Incorrect,byte_level_bpe
11723,inability,"""ability""",in,roberta-base,"['""', 'in', 'ability', '""']",Correct,"['""', 'ability', '""']",Incorrect,byte_level_bpe
11724,inability,"""ability""",in,xlnet-base-cased,"['""', 'in', 'ability', '""']",Correct,"['""', 'ability', '""']",Incorrect,sentencepiece
11725,inability,"""ability""",in,google/flan-t5-xxl,"['""', 'inability', '""']",Not segmented,"['""', 'ability', '""']",Incorrect,sentencepiece
11726,inability,"""ability""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'in', 'ability', '""']",Correct,"['""', 'ability', '""']",Incorrect,sentencepiece
11727,inability,"""ability""",in,albert-base-v2,"['""', 'in', 'ability', '""']",Correct,"['""', 'ability', '""']",Incorrect,sentencepiece
11728,inability,"""ability""",in,bert-base-uncased,"['""', 'inability', '""']",Not segmented,"['""', 'ability', '""']",Incorrect,wordpiece
11729,inability,"""ability""",in,google/electra-base-discriminator,"['""', 'inability', '""']",Not segmented,"['""', 'ability', '""']",Incorrect,wordpiece
11730,nonabsorbency,"""absorbency""",non,gpt2,"['""', 'non', 'abs', 'orb', 'ency', '""']",Correct,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,byte_level_bpe
11731,nonabsorbency,"""absorbency""",non,p50k_base,"['""', 'non', 'abs', 'orb', 'ency', '""']",Correct,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,byte_level_bpe
11732,nonabsorbency,"""absorbency""",non,cl100k_base,"['""', 'non', 'abs', 'orb', 'ency', '""']",Correct,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,byte_level_bpe
11733,nonabsorbency,"""absorbency""",non,roberta-base,"['""', 'non', 'abs', 'orb', 'ency', '""']",Correct,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,byte_level_bpe
11734,nonabsorbency,"""absorbency""",non,xlnet-base-cased,"['""', 'non', 'ab', 'sorb', 'ency', '""']",Correct,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,sentencepiece
11735,nonabsorbency,"""absorbency""",non,google/flan-t5-xxl,"['""', 'n', 'on', 'a', 'b', 'sorb', 'ency', '""']",Incorrect,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,sentencepiece
11736,nonabsorbency,"""absorbency""",non,meta-llama/Llama-2-13b-chat-hf,"['""', 'non', 'abs', 'or', 'ben', 'cy', '""']",Correct,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,sentencepiece
11737,nonabsorbency,"""absorbency""",non,albert-base-v2,"['""', 'non', 'ab', 's', 'or', 'b', 'ency', '""']",Correct,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,sentencepiece
11738,nonabsorbency,"""absorbency""",non,bert-base-uncased,"['""', 'non', 'ab', 'sor', 'ben', 'cy', '""']",Correct,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,wordpiece
11739,nonabsorbency,"""absorbency""",non,google/electra-base-discriminator,"['""', 'non', 'ab', 'sor', 'ben', 'cy', '""']",Correct,"['""', 'abs', 'orb', 'ency', '""']",Incorrect,wordpiece
11740,deceleration,"""acceleration""",de,gpt2,"['""', 'de', 'celer', 'ation', '""']",Correct,"['""', 'ac', 'celer', 'ation', '""']",Incorrect,byte_level_bpe
11741,deceleration,"""acceleration""",de,p50k_base,"['""', 'de', 'celer', 'ation', '""']",Correct,"['""', 'ac', 'celer', 'ation', '""']",Incorrect,byte_level_bpe
11742,deceleration,"""acceleration""",de,cl100k_base,"['""', 'de', 'cel', 'eration', '""']",Correct,"['""', 'accel', 'eration', '""']",Incorrect,byte_level_bpe
11743,deceleration,"""acceleration""",de,roberta-base,"['""', 'de', 'celer', 'ation', '""']",Correct,"['""', 'accel', 'eration', '""']",Incorrect,byte_level_bpe
11744,deceleration,"""acceleration""",de,xlnet-base-cased,"['""', 'dec', 'el', 'eration', '""']",Incorrect,"['""', 'accel', 'eration', '""']",Incorrect,sentencepiece
11745,deceleration,"""acceleration""",de,google/flan-t5-xxl,"['""', 'de', 'cel', 'er', 'ation', '""']",Correct,"['""', 'accel', 'eration', '""']",Incorrect,sentencepiece
11746,deceleration,"""acceleration""",de,meta-llama/Llama-2-13b-chat-hf,"['""', 'de', 'cel', 'er', 'ation', '""']",Correct,"['""', 'accel', 'eration', '""']",Incorrect,sentencepiece
11747,deceleration,"""acceleration""",de,albert-base-v2,"['""', 'de', 'cele', 'ration', '""']",Correct,"['""', 'accel', 'eration', '""']",Incorrect,sentencepiece
11748,deceleration,"""acceleration""",de,bert-base-uncased,"['""', 'dec', 'ele', 'ration', '""']",Incorrect,"['""', 'accel', 'eration', '""']",Incorrect,wordpiece
11749,deceleration,"""acceleration""",de,google/electra-base-discriminator,"['""', 'dec', 'ele', 'ration', '""']",Incorrect,"['""', 'accel', 'eration', '""']",Incorrect,wordpiece
11750,unacceptability,"""acceptability""",un,gpt2,"['""', 'un', 'accept', 'ability', '""']",Correct,"['""', 'accept', 'ability', '""']",Incorrect,byte_level_bpe
11751,unacceptability,"""acceptability""",un,p50k_base,"['""', 'un', 'accept', 'ability', '""']",Correct,"['""', 'accept', 'ability', '""']",Incorrect,byte_level_bpe
11752,unacceptability,"""acceptability""",un,cl100k_base,"['""', 'un', 'accept', 'ability', '""']",Correct,"['""', 'accept', 'ability', '""']",Incorrect,byte_level_bpe
11753,unacceptability,"""acceptability""",un,roberta-base,"['""', 'un', 'accept', 'ability', '""']",Correct,"['""', 'accept', 'ability', '""']",Incorrect,byte_level_bpe
11754,unacceptability,"""acceptability""",un,xlnet-base-cased,"['""', 'un', 'accept', 'ability', '""']",Correct,"['""', 'accept', 'ability', '""']",Incorrect,sentencepiece
11755,unacceptability,"""acceptability""",un,google/flan-t5-xxl,"['""', 'un', 'accept', 'ability', '""']",Correct,"['""', 'accept', 'ability', '""']",Incorrect,sentencepiece
11756,unacceptability,"""acceptability""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'accept', 'ability', '""']",Correct,"['""', 'accept', 'ability', '""']",Incorrect,sentencepiece
11757,unacceptability,"""acceptability""",un,albert-base-v2,"['""', 'un', 'accept', 'ability', '""']",Correct,"['""', 'accept', 'ability', '""']",Incorrect,sentencepiece
11758,unacceptability,"""acceptability""",un,bert-base-uncased,"['""', 'una', 'cc', 'ept', 'ability', '""']",Incorrect,"['""', 'accept', 'ability', '""']",Incorrect,wordpiece
11759,unacceptability,"""acceptability""",un,google/electra-base-discriminator,"['""', 'una', 'cc', 'ept', 'ability', '""']",Incorrect,"['""', 'accept', 'ability', '""']",Incorrect,wordpiece
11760,inaccessibility,"""accessibility""",in,gpt2,"['""', 'in', 'access', 'ibility', '""']",Correct,"['""', 'access', 'ibility', '""']",Incorrect,byte_level_bpe
11761,inaccessibility,"""accessibility""",in,p50k_base,"['""', 'in', 'access', 'ibility', '""']",Correct,"['""', 'access', 'ibility', '""']",Incorrect,byte_level_bpe
11762,inaccessibility,"""accessibility""",in,cl100k_base,"['""in', 'access', 'ibility', '""']",Incorrect,"['""', 'access', 'ibility', '""']",Incorrect,byte_level_bpe
11763,inaccessibility,"""accessibility""",in,roberta-base,"['""', 'in', 'access', 'ibility', '""']",Correct,"['""', 'access', 'ibility', '""']",Incorrect,byte_level_bpe
11764,inaccessibility,"""accessibility""",in,xlnet-base-cased,"['""', 'in', 'access', 'ibility', '""']",Correct,"['""', 'access', 'ibility', '""']",Incorrect,sentencepiece
11765,inaccessibility,"""accessibility""",in,google/flan-t5-xxl,"['""', 'in', 'access', 'ibility', '""']",Correct,"['""', 'access', 'ibility', '""']",Incorrect,sentencepiece
11766,inaccessibility,"""accessibility""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'in', 'access', 'ibility', '""']",Correct,"['""', 'access', 'ibility', '""']",Incorrect,sentencepiece
11767,inaccessibility,"""accessibility""",in,albert-base-v2,"['""', 'in', 'access', 'ibility', '""']",Correct,"['""', 'access', 'ibility', '""']",Incorrect,sentencepiece
11768,inaccessibility,"""accessibility""",in,bert-base-uncased,"['""', 'ina', 'cc', 'ess', 'ibility', '""']",Incorrect,"['""', 'access', 'ibility', '""']",Incorrect,wordpiece
11769,inaccessibility,"""accessibility""",in,google/electra-base-discriminator,"['""', 'ina', 'cc', 'ess', 'ibility', '""']",Incorrect,"['""', 'access', 'ibility', '""']",Incorrect,wordpiece
11770,inaccuracy,"""accuracy""",in,gpt2,"['""', 'in', 'acc', 'uracy', '""']",Correct,"['""', 'acc', 'uracy', '""']",Incorrect,byte_level_bpe
11771,inaccuracy,"""accuracy""",in,p50k_base,"['""', 'in', 'acc', 'uracy', '""']",Correct,"['""', 'acc', 'uracy', '""']",Incorrect,byte_level_bpe
11772,inaccuracy,"""accuracy""",in,cl100k_base,"['""in', 'accuracy', '""']",Incorrect,"['""', 'accuracy', '""']",Incorrect,byte_level_bpe
11773,inaccuracy,"""accuracy""",in,roberta-base,"['""', 'in', 'acc', 'uracy', '""']",Correct,"['""', 'accuracy', '""']",Incorrect,byte_level_bpe
11774,inaccuracy,"""accuracy""",in,xlnet-base-cased,"['""', 'in', 'accu', 'rac', 'y', '""']",Correct,"['""', 'accuracy', '""']",Incorrect,sentencepiece
11775,inaccuracy,"""accuracy""",in,google/flan-t5-xxl,"['""', 'in', 'acc', 'ur', 'acy', '""']",Correct,"['""', 'accuracy', '""']",Incorrect,sentencepiece
11776,inaccuracy,"""accuracy""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'in', 'ac', 'cur', 'acy', '""']",Correct,"['""', 'accuracy', '""']",Incorrect,sentencepiece
11777,inaccuracy,"""accuracy""",in,albert-base-v2,"['""', 'in', 'ac', 'cur', 'acy', '""']",Correct,"['""', 'accuracy', '""']",Incorrect,sentencepiece
11778,inaccuracy,"""accuracy""",in,bert-base-uncased,"['""', 'ina', 'cc', 'ura', 'cy', '""']",Incorrect,"['""', 'accuracy', '""']",Incorrect,wordpiece
11779,inaccuracy,"""accuracy""",in,google/electra-base-discriminator,"['""', 'ina', 'cc', 'ura', 'cy', '""']",Incorrect,"['""', 'accuracy', '""']",Incorrect,wordpiece
11780,inaction,"""action""",in,gpt2,"['""', 'in', 'action', '""']",Correct,"['""', 'action', '""']",Incorrect,byte_level_bpe
11781,inaction,"""action""",in,p50k_base,"['""', 'in', 'action', '""']",Correct,"['""', 'action', '""']",Incorrect,byte_level_bpe
11782,inaction,"""action""",in,cl100k_base,"['""in', 'action', '""']",Incorrect,"['""', 'action', '""']",Incorrect,byte_level_bpe
11783,inaction,"""action""",in,roberta-base,"['""', 'in', 'action', '""']",Correct,"['""', 'action', '""']",Incorrect,byte_level_bpe
11784,inaction,"""action""",in,xlnet-base-cased,"['""', 'in', 'action', '""']",Correct,"['""', 'action', '""']",Incorrect,sentencepiece
11785,inaction,"""action""",in,google/flan-t5-xxl,"['""', 'in', 'action', '""']",Correct,"['""', 'action', '""']",Incorrect,sentencepiece
11786,inaction,"""action""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'ina', 'ction', '""']",Incorrect,"['""', 'action', '""']",Incorrect,sentencepiece
11787,inaction,"""action""",in,albert-base-v2,"['""', 'in', 'action', '""']",Correct,"['""', 'action', '""']",Incorrect,sentencepiece
11788,inaction,"""action""",in,bert-base-uncased,"['""', 'ina', 'ction', '""']",Incorrect,"['""', 'action', '""']",Incorrect,wordpiece
11789,inaction,"""action""",in,google/electra-base-discriminator,"['""', 'ina', 'ction', '""']",Incorrect,"['""', 'action', '""']",Incorrect,wordpiece
11790,inactivation,"""activation""",in,gpt2,"['""', 'in', 'activation', '""']",Correct,"['""', 'activation', '""']",Incorrect,byte_level_bpe
11791,inactivation,"""activation""",in,p50k_base,"['""', 'in', 'activation', '""']",Correct,"['""', 'activation', '""']",Incorrect,byte_level_bpe
11792,inactivation,"""activation""",in,cl100k_base,"['""in', 'activation', '""']",Incorrect,"['""', 'activation', '""']",Incorrect,byte_level_bpe
11793,inactivation,"""activation""",in,roberta-base,"['""', 'in', 'activation', '""']",Correct,"['""', 'activation', '""']",Incorrect,byte_level_bpe
11794,inactivation,"""activation""",in,xlnet-base-cased,"['""', 'in', 'activ', 'ation', '""']",Correct,"['""', 'activation', '""']",Incorrect,sentencepiece
11795,inactivation,"""activation""",in,google/flan-t5-xxl,"['""', 'in', 'activ', 'ation', '""']",Correct,"['""', 'activation', '""']",Incorrect,sentencepiece
11796,inactivation,"""activation""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'in', 'activ', 'ation', '""']",Correct,"['""', 'activation', '""']",Incorrect,sentencepiece
11797,inactivation,"""activation""",in,albert-base-v2,"['""', 'in', 'activ', 'ation', '""']",Correct,"['""', 'activation', '""']",Incorrect,sentencepiece
11798,inactivation,"""activation""",in,bert-base-uncased,"['""', 'ina', 'ct', 'ivation', '""']",Incorrect,"['""', 'activation', '""']",Incorrect,wordpiece
11799,inactivation,"""activation""",in,google/electra-base-discriminator,"['""', 'ina', 'ct', 'ivation', '""']",Incorrect,"['""', 'activation', '""']",Incorrect,wordpiece
11800,inhibitor,"""activator""",in,gpt2,"['""', 'in', 'hib', 'itor', '""']",Correct,"['""', 'activ', 'ator', '""']",Incorrect,byte_level_bpe
11801,inhibitor,"""activator""",in,p50k_base,"['""', 'in', 'hib', 'itor', '""']",Correct,"['""', 'activ', 'ator', '""']",Incorrect,byte_level_bpe
11802,inhibitor,"""activator""",in,cl100k_base,"['""in', 'hib', 'itor', '""']",Incorrect,"['""', 'activ', 'ator', '""']",Incorrect,byte_level_bpe
11803,inhibitor,"""activator""",in,roberta-base,"['""', 'in', 'hib', 'itor', '""']",Correct,"['""', 'activ', 'ator', '""']",Incorrect,byte_level_bpe
11804,inhibitor,"""activator""",in,xlnet-base-cased,"['""', 'in', 'hibi', 'tor', '""']",Correct,"['""', 'activ', 'ator', '""']",Incorrect,sentencepiece
11805,inhibitor,"""activator""",in,google/flan-t5-xxl,"['""', 'in', 'hibi', 't', 'or', '""']",Correct,"['""', 'activ', 'ator', '""']",Incorrect,sentencepiece
11806,inhibitor,"""activator""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'in', 'hib', 'itor', '""']",Correct,"['""', 'activ', 'ator', '""']",Incorrect,sentencepiece
11807,inhibitor,"""activator""",in,albert-base-v2,"['""', 'in', 'hib', 'it', 'or', '""']",Correct,"['""', 'activ', 'ator', '""']",Incorrect,sentencepiece
11808,inhibitor,"""activator""",in,bert-base-uncased,"['""', 'inhibitor', '""']",Not segmented,"['""', 'activ', 'ator', '""']",Incorrect,wordpiece
11809,inhibitor,"""activator""",in,google/electra-base-discriminator,"['""', 'inhibitor', '""']",Not segmented,"['""', 'activ', 'ator', '""']",Incorrect,wordpiece
11810,inactiveness,"""activeness""",in,gpt2,"['""', 'in', 'act', 'iveness', '""']",Correct,"['""', 'act', 'iveness', '""']",Incorrect,byte_level_bpe
11811,inactiveness,"""activeness""",in,p50k_base,"['""', 'in', 'act', 'iveness', '""']",Correct,"['""', 'act', 'iveness', '""']",Incorrect,byte_level_bpe
11812,inactiveness,"""activeness""",in,cl100k_base,"['""in', 'act', 'iveness', '""']",Incorrect,"['""', 'act', 'iveness', '""']",Incorrect,byte_level_bpe
11813,inactiveness,"""activeness""",in,roberta-base,"['""', 'in', 'act', 'iveness', '""']",Correct,"['""', 'act', 'iveness', '""']",Incorrect,byte_level_bpe
11814,inactiveness,"""activeness""",in,xlnet-base-cased,"['""', 'in', 'active', 'ness', '""']",Correct,"['""', 'act', 'iveness', '""']",Incorrect,sentencepiece
11815,inactiveness,"""activeness""",in,google/flan-t5-xxl,"['""', 'in', 'active', 'ness', '""']",Correct,"['""', 'act', 'iveness', '""']",Incorrect,sentencepiece
11816,inactiveness,"""activeness""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'in', 'act', 'iveness', '""']",Correct,"['""', 'act', 'iveness', '""']",Incorrect,sentencepiece
11817,inactiveness,"""activeness""",in,albert-base-v2,"['""', 'in', 'active', 'ness', '""']",Correct,"['""', 'act', 'iveness', '""']",Incorrect,sentencepiece
11818,inactiveness,"""activeness""",in,bert-base-uncased,"['""', 'inactive', 'ness', '""']",Incorrect,"['""', 'act', 'iveness', '""']",Incorrect,wordpiece
11819,inactiveness,"""activeness""",in,google/electra-base-discriminator,"['""', 'inactive', 'ness', '""']",Incorrect,"['""', 'act', 'iveness', '""']",Incorrect,wordpiece
11820,inactivity,"""activity""",in,gpt2,"['""', 'in', 'activity', '""']",Correct,"['""', 'activity', '""']",Incorrect,byte_level_bpe
11821,inactivity,"""activity""",in,p50k_base,"['""', 'in', 'activity', '""']",Correct,"['""', 'activity', '""']",Incorrect,byte_level_bpe
11822,inactivity,"""activity""",in,cl100k_base,"['""in', 'activity', '""']",Incorrect,"['""', 'activity', '""']",Incorrect,byte_level_bpe
11823,inactivity,"""activity""",in,roberta-base,"['""', 'in', 'activity', '""']",Correct,"['""', 'activity', '""']",Incorrect,byte_level_bpe
11824,inactivity,"""activity""",in,xlnet-base-cased,"['""', 'in', 'activity', '""']",Correct,"['""', 'activity', '""']",Incorrect,sentencepiece
11825,inactivity,"""activity""",in,google/flan-t5-xxl,"['""', 'in', 'activity', '""']",Correct,"['""', 'activity', '""']",Incorrect,sentencepiece
11826,inactivity,"""activity""",in,meta-llama/Llama-2-13b-chat-hf,"['""', 'in', 'activity', '""']",Correct,"['""', 'activity', '""']",Incorrect,sentencepiece
11827,inactivity,"""activity""",in,albert-base-v2,"['""', 'in', 'activity', '""']",Correct,"['""', 'activity', '""']",Incorrect,sentencepiece
11828,inactivity,"""activity""",in,bert-base-uncased,"['""', 'ina', 'ct', 'ivity', '""']",Incorrect,"['""', 'activity', '""']",Incorrect,wordpiece
11829,inactivity,"""activity""",in,google/electra-base-discriminator,"['""', 'ina', 'ct', 'ivity', '""']",Incorrect,"['""', 'activity', '""']",Incorrect,wordpiece
11830,unadaptability,"""adaptability""",un,gpt2,"['""', 'un', 'adapt', 'ability', '""']",Correct,"['""', 'adapt', 'ability', '""']",Incorrect,byte_level_bpe
11831,unadaptability,"""adaptability""",un,p50k_base,"['""', 'un', 'adapt', 'ability', '""']",Correct,"['""', 'adapt', 'ability', '""']",Incorrect,byte_level_bpe
11832,unadaptability,"""adaptability""",un,cl100k_base,"['""', 'un', 'adapt', 'ability', '""']",Correct,"['""', 'adapt', 'ability', '""']",Incorrect,byte_level_bpe
11833,unadaptability,"""adaptability""",un,roberta-base,"['""', 'un', 'adapt', 'ability', '""']",Correct,"['""', 'adapt', 'ability', '""']",Incorrect,byte_level_bpe
11834,unadaptability,"""adaptability""",un,xlnet-base-cased,"['""', 'un', 'ada', 'pt', 'ability', '""']",Correct,"['""', 'adapt', 'ability', '""']",Incorrect,sentencepiece
11835,unadaptability,"""adaptability""",un,google/flan-t5-xxl,"['""', 'un', 'adapt', 'ability', '""']",Correct,"['""', 'adapt', 'ability', '""']",Incorrect,sentencepiece
11836,unadaptability,"""adaptability""",un,meta-llama/Llama-2-13b-chat-hf,"['""', 'un', 'ada', 'pt', 'ability', '""']",Correct,"['""', 'adapt', 'ability', '""']",Incorrect,sentencepiece
11837,unadaptability,"""adaptability""",un,albert-base-v2,"['""', 'un', 'adapt', 'ability', '""']",Correct,"['""', 'adapt', 'ability', '""']",Incorrect,sentencepiece
