word,neg_score,pos_score,label,checked,thinh
unconvincingly,0,0.25,0,checked,
inoffensively,0,0,2,checked,
immovableness,0.5,0,2,checked,
christian,0,0,2,unchecked,2
hypertonus,0,0,2,unchecked,2
sentient,0,0,2,unchecked,2
finite,0,0,2,unchecked,2
unpin,0,0,2,checked,
healthful,0,0,2,unchecked,1
incommensurate,0,0,2,checked,
properness,0,0.625,1,unchecked,1
unselfconsciously,0,0.25,2,checked,
settled,0,0,2,unchecked,2
inheritable,0,0,2,unchecked,2
similitude,0.25,0.125,2,unchecked,2
pin,0,0,2,unchecked,2
satisfactoriness,0.625,0.25,0,unchecked,1
unreceptive,0.125,0,0,checked,
veil,0,0,2,unchecked,2
well-defined,0,0.5,1,unchecked,1
certainty,0.125,0.125,2,unchecked,1
forgiving,0,0,2,unchecked,1
depersonalise,0,0,2,checked,
elastic,0,0.375,1,unchecked,1
curability,0.125,0.375,2,unchecked,1
scentless,0,0,2,checked,
desensitise,0,0,2,checked,
inexpediency,0.25,0.375,0,checked,
partisan,0,0,2,unchecked,2
justifiably,0,0.375,1,unchecked,1
musically,0,0,2,unchecked,2
irreversible,0.5,0,0,checked,
conclusive,0,0,2,unchecked,1
moderately,0.25,0.125,2,unchecked,1
unadaptable,0.125,0,0,checked,
modesty,0.125,0,2,unchecked,1
instability,0,0,0,checked,
inspan,0,0,2,unchecked,2
sincerely,0.125,0,2,unchecked,1
discontinue,0,0,0,checked,
persuasion,0,0,2,unchecked,2
perceptibly,0,0.125,2,unchecked,2
unimportant,0.25,0.375,0,checked,
classification,0,0,2,unchecked,2
non-dedicated_file_server,0,0,2,checked,
unwariness,0.375,0.25,0,checked,
unowned,0,0,2,checked,
unconstipated,0.5,0,2,checked,
uncontrolled,0.5,0,0,checked,
unpropitiousness,0.625,0,0,checked,
potted,0,0,2,unchecked,2
reasonably,0.25,0.125,2,unchecked,1
comparably,0,0,2,unchecked,2
outer,0,0,2,unchecked,2
invertebrate,0.25,0,2,checked,
well-advised,0,0.5,1,unchecked,1
conditionally,0.5,0,0,unchecked,2
creative,0,0,2,unchecked,1
hierarchical,0,0,2,unchecked,2
unknown,0.25,0,2,checked,
inactiveness,0.125,0,0,checked,
unbalanced,0.125,0,0,checked,
discalced,0,0,2,checked,
harmfully,0.25,0,2,unchecked,0
incorrupt,0,0,1,checked,
harmonic,0,0,2,unchecked,1
emotionality,0,0.625,1,unchecked,2
felicitous,0,0.5,1,unchecked,1
nonunion,0,0,2,checked,
generous,0,0,2,unchecked,1
selfish,0,0,2,unchecked,0
loved,0,0,2,unchecked,1
faithfulness,0.25,0.625,1,unchecked,1
belted,0,0,2,unchecked,2
competently,0,0.375,1,unchecked,1
unappealing,0,0,0,checked,
irreverent,0,0,0,checked,
efflux,0,0,2,checked,
unfocused,0.625,0,0,checked,
employment,0,0,2,unchecked,2
unexciting,0,0,0,checked,
beakless,0,0,2,checked,
euphemism,0.25,0,2,unchecked,2
satisfactorily,0,0.5,1,unchecked,1
shared,0,0,2,unchecked,2
respect,0,0,2,unchecked,1
unmarried,0.75,0,2,checked,
inharmonious,0.75,0,0,checked,
uncrowded,0.25,0,2,checked,
offense,0.375,0.375,2,unchecked,0
relatedness,0,0.25,2,unchecked,2
expedience,0.25,0.5,2,unchecked,2
morality,0.125,0.875,1,unchecked,2
unthoughtfulness,0.25,0,0,checked,
disassortative_mating,0,0,2,checked,
consciousness,0,0.125,2,unchecked,1
unimpressively,0,0.25,0,checked,
corrigible,0,0.5,1,unchecked,1
excitingly,0,0.375,1,unchecked,1
legitimately,0,0,2,unchecked,1
preventable,0,0.625,1,unchecked,1
irrational,0.5,0.125,0,checked,
destabilize,0,0,0,checked,
afraid,0,0,2,unchecked,0
disinfect,0,0,2,checked,
depress,0,0,0,checked,
pretentiousness,0.375,0.125,2,unchecked,0
incompleteness,0.125,0.125,0,checked,
anovulation,0.625,0,2,checked,
luckily,0,0.5,1,unchecked,1
thermal,0,0,2,unchecked,2
inflationary_spiral,0,0,2,unchecked,0
movableness,0,0.5,1,unchecked,1
unsilenced,0.25,0,2,checked,
hypotonus,0,0,2,checked,
achromatic,0.375,0.25,2,checked,
contraindicate,0,0,2,checked,
distinctness,0.125,0.5,1,unchecked,2
vascular,0,0,2,unchecked,2
dematerialize,0,0,2,checked,
mercifulness,0.5,0.125,0,unchecked,1
repentant,0,0,2,unchecked,1
immotility,0.25,0.125,2,checked,
combined,0,0,2,unchecked,2
carry_to_term,0,0,2,unchecked,2
conjunct,0,0,2,unchecked,2
improvidence,0.25,0.25,0,checked,
inaccurate,0,0,0,checked,
resident,0,0,2,unchecked,2
decorum,0,0.625,1,unchecked,1
tactlessly,0,0.125,0,checked,
indefinite,0,0,2,checked,
imponderable,0.875,0,2,checked,
ascending,0,0,2,unchecked,2
unpunctual,0,0,0,checked,
wind,0,0,2,unchecked,2
uncastrated,0.25,0,2,checked,
nonretractile,0,0,2,checked,
unprotected,0.375,0,0,checked,
overstatement,0,0.125,2,unchecked,0
incivility,0.125,0.25,0,checked,
malicious,0.625,0.25,0,unchecked,0
distrust,0,0.375,0,checked,
unmalted,0,0.5,2,checked,
approachability,0,0,2,unchecked,1
harmful,0,0,2,unchecked,0
uncarpeted,0.125,0,2,checked,
unseaworthy,0.375,0,0,checked,
questionable,0,0,2,unchecked,0
calcify,0,0,2,unchecked,2
swept,0,0,2,unchecked,2
possibly,0,0,2,unchecked,2
compatibility,0.25,0.25,2,unchecked,2
inequality,0.625,0,0,checked,
upstairs,0,0,2,unchecked,2
explicitness,0,0.375,1,unchecked,2
useful,0,0,2,unchecked,1
sized,0,0,2,unchecked,2
disloyalty,0.25,0.5,0,checked,
unconcealed,0.375,0.125,2,checked,
horned,0,0,2,unchecked,2
consideration,0,0.25,2,unchecked,2
returnable,0.375,0,0,unchecked,2
datable,0,0.125,2,unchecked,2
function,0,0,2,unchecked,2
rigged,0,0,2,unchecked,0
impressionable,0,0.5,1,unchecked,2
immaturely,0,0.125,0,checked,
fernless,0,0,2,checked,
fruitfully,0,0.125,2,unchecked,1
denationalization,0,0,2,checked,
worth,0,0,2,unchecked,1
inconvertible,0.5,0,2,checked,
nonfictional,0.125,0,2,checked,
heedfulness,0,0.375,1,unchecked,2
uncharitable,0.375,0.25,0,checked,
insolubility,0.625,0,2,checked,
untrustworthy,0.75,0,0,checked,
noncombustible,0,0.5,2,checked,
unremarkably,0,0,2,checked,
nontranslational,0.5,0,2,checked,
cheerlessly,0.125,0.125,0,checked,
unrelated,0.25,0.5,2,checked,
ponderable,0,0.5,1,unchecked,2
visible,0,0.125,2,unchecked,2
assimilate,0,0,2,unchecked,1
propriety,0,0.625,1,unchecked,2
unify,0,0,2,unchecked,2
hesitantly,0,0.25,2,unchecked,0
unagitated,0.75,0,1,checked,
inhibited,0,0,2,unchecked,2
unshelled,0.25,0,2,checked,
astomatous,0.5,0,2,checked,
sensitively,0,0.25,2,unchecked,2
expediency,0.25,0.5,2,unchecked,2
extricable,0,0.75,1,unchecked,2
uncritically,0,0.25,2,checked,
logical,0,0.625,1,unchecked,1
bicameral,0,0,2,unchecked,2
approval,0,0,2,unchecked,1
sincerity,0,0.5,1,unchecked,1
unneighborliness,0.875,0,0,checked,
unaccompanied,0.25,0,2,checked,
ashamedly,0.25,0,2,unchecked,0
appreciate,0,0,2,unchecked,1
respectability,0,0.75,1,unchecked,1
unshrinkable,0.625,0,2,checked,
unconfined,0.125,0,2,checked,
citizen,0,0,2,unchecked,2
unproductive,0.625,0,0,checked,
nonobservance,0.25,0,0,checked,
payment,0,0,2,unchecked,2
playable,0,0.625,1,unchecked,2
comprehensively,0,0.125,2,unchecked,1
nontoxic,0,0,1,checked,
normal,0.5,0,0,unchecked,2
interestingly,0,0,2,unchecked,1
displease,0,0,0,checked,
inadvertently,0.375,0,2,checked,
myelinated,0,0,2,unchecked,2
impartial,0.125,0.5,2,checked,
impersonally,0,0,2,checked,
immortal,0,0,2,checked,
unmelodiously,0,0.25,0,checked,
complimentary,0,0,2,unchecked,2
inaccessible,0.125,0.5,0,checked,
unmindfully,0,0.125,0,checked,
unenthusiastically,0,0.375,0,checked,
unawakened,0.625,0,2,checked,
insolvency,0.25,0,0,checked,
unpropitious,0.625,0,0,checked,
independent,0,0.125,2,checked,
indistinctness,0.375,0.5,2,checked,
unaware,0,0,2,checked,
inaesthetic,0.5,0.5,0,checked,
balanced,0,0,2,unchecked,1
unimpaired,0.5,0.25,1,checked,
implicit,0,0,2,checked,
leaded,0,0,2,unchecked,2
unpunished,0.25,0,2,checked,
block,0,0,2,unchecked,2
impracticality,0,0.25,0,checked,
deflation,0,0,0,checked,
lidless,0,0,2,checked,
gloved,0,0,2,unchecked,2
unguiculate,0,0,2,checked,
make,0,0,2,unchecked,2
legged,0,0,2,unchecked,2
auspiciously,0,0,2,unchecked,1
asyndetic,0.25,0,2,checked,
unserviceable,0.625,0,0,checked,
derequisition,0,0,2,checked,
propitious,0,0.5,1,unchecked,1
inconsistent,0,0,0,checked,
promote,0,0,2,unchecked,1
fissile,0,0,2,unchecked,2
inanimate,0,0,2,checked,
undock,0,0,2,checked,
awakened,0,0,2,unchecked,2
disarrange,0,0,0,checked,
stemless,0,0,2,checked,
parented,0,0,2,unchecked,2
impracticableness,0.75,0,0,checked,
disagree,0,0,0,checked,
helpfully,0,0.5,1,unchecked,1
malignant,0,0,0,checked,
unknowingly,0.375,0,2,checked,
unfeathered,0,0,2,checked,
clothed,0,0,2,unchecked,2
incognizance,0,0.5,2,checked,
continue,0,0,2,unchecked,2
derestrict,0,0,2,checked,
inefficacy,0.375,0.25,0,checked,
encouragingly,0,0.375,1,unchecked,1
unpack,0,0,2,checked,
unbroken,0,0,1,checked,
carpeted,0,0,2,unchecked,2
unconsciously,0,0,2,checked,
unfaithfulness,0.375,0.5,0,checked,
likeness,0.25,0.125,2,unchecked,2
marked,0,0,2,unchecked,2
awnless,0,0,2,checked,
shapely,0,0,2,unchecked,2
responsiveness,0.125,0.25,2,unchecked,1
uninvolved,0.125,0.125,0,checked,
gratitude,0.5,0.25,2,unchecked,1
authorized,0,0,2,unchecked,1
hopelessly,0,0.375,0,checked,
irrationally,0,0.125,0,checked,
supernatural,0.75,0,2,checked,
flexibly,0,0,2,unchecked,1
invigorating,0,0,2,unchecked,1
coordination,0,0.5,1,unchecked,2
clog,0,0,2,unchecked,2
unassertively,0,0.25,2,checked,
de-energise,0,0,0,checked,
unshaven,0,0,2,checked,
tactful,0,0,2,unchecked,1
unbalance,0,0,0,checked,
uninhibited,0.625,0,1,checked,
organically,0,0,2,unchecked,1
insensitivity,0.625,0.125,0,checked,
insensitively,0,0.25,0,checked,
untruthfulness,0.375,0.375,0,checked,
respectable,0,0.5,1,unchecked,1
hipped,0,0,2,unchecked,2
existence,0,0,2,unchecked,2
passable,0,0,2,unchecked,2
ineligibility,0.375,0.25,0,checked,
salable,0.375,0.5,2,unchecked,2
unsent,0,0,2,checked,
euphoric,0,0,2,unchecked,1
colourless,0,0,2,checked,
undeservedly,0,0.25,0,checked,
immutability,0.5,0.125,2,checked,
caulked,0,0,2,unchecked,2
womanly,0,0,2,unchecked,2
synchronization,0,0,2,unchecked,2
catalyst,0,0,2,unchecked,2
infamy,0,0,0,checked,
efficient,0,0,2,unchecked,1
tearful,0,0,2,unchecked,2
sanity,0,0.375,1,unchecked,2
unplayful,0.375,0.25,0,checked,
legality,0.25,0.125,2,unchecked,2
unimportance,0.25,0.125,0,checked,
discreetly,0,0,2,unchecked,2
utility,0,0,2,unchecked,2
unmanly,0.5,0,0,checked,
consequentially,0,0,2,unchecked,2
labeled,0,0,2,unchecked,2
instructively,0,0.25,2,unchecked,2
experience,0,0,2,unchecked,2
guided,0,0,2,unchecked,2
interesting,0,0,2,unchecked,1
consistency,0,0,2,unchecked,2
ambiguous,0.125,0.25,2,unchecked,2
spatial,0,0,2,unchecked,2
indiscreet,0,0,0,checked,
ipsilateral,0,0,2,unchecked,2
antiseptic,0.5,0.375,2,checked,
ineffective,0.625,0,0,checked,
nonintellectual,0.125,0.375,0,checked,
anisotropic,0,0,2,checked,
asynchronism,0,0,2,checked,
disintegrative,0,0,2,checked,
aligned,0,0,2,unchecked,2
dissimilate,0,0,2,checked,
unexcited,0.125,0.125,0,checked,
powerless,0,0,0,checked,
crowded,0,0,2,unchecked,2
invertible,0,0,2,unchecked,2
illogically,0,0.125,0,checked,
noticed,0,0,2,unchecked,2
unconnectedness,0,0,2,checked,
involuntarily,0,0,2,checked,
decorously,0,0.25,2,unchecked,1
considerate,0,0,2,unchecked,1
uncolored,0,0,2,checked,
untie,0,0,2,checked,
inner,0,0,2,checked,
rifled,0,0,2,unchecked,2
oxidise,0,0,2,unchecked,2
colorlessness,0,0,2,checked,
palatably,0,0,2,unchecked,1
excusably,0,0,2,unchecked,2
breastless,0,0,2,checked,
unapologetic,0.25,0,2,checked,
ebracteate,0,0,2,checked,
comfortably,0.125,0,2,unchecked,1
pregnant,0,0,2,unchecked,2
reciprocal,0,0,2,unchecked,2
fictional,0,0,2,unchecked,2
bloody,0,0,2,unchecked,2
branchiate,0,0,2,unchecked,2
non-proliferation,0,0,2,checked,
unpalatable,0.75,0.125,0,checked,
convincing,0,0,2,unchecked,1
unfinished,0.625,0,0,checked,
indispose,0,0,0,checked,
outward,0,0,2,checked,
being,0,0,2,unchecked,2
branded,0,0,2,unchecked,2
linear,0,0,2,unchecked,2
unfunded,0,0,0,checked,
listed_security,0,0,2,unchecked,2
unloved,0.125,0,0,checked,
ununderstood,0,0,0,checked,
nonfissionable,0.5,0,2,checked,
characteristic,0,0,2,unchecked,2
considerable,0,0,2,unchecked,2
unconditionally,0.5,0,2,checked,
anticatalyst,0,0,2,checked,
bony,0,0,2,unchecked,2
addictive,0.625,0,0,unchecked,2
courteously,0,0.125,2,unchecked,1
disinflation,0,0,2,checked,
licitly,0,0,2,unchecked,1
decrescendo,0,0,2,checked,
descending,0,0,2,checked,
inappropriateness,0.75,0,0,checked,
believe,0,0,2,unchecked,2
noncolumned,0,0,2,checked,
burdened,0,0,2,unchecked,0
denazify,0,0,2,checked,
loyalty,0.25,0.5,2,unchecked,1
provocative,0,0,2,unchecked,0
timbered,0,0,2,unchecked,2
webbed,0,0,2,unchecked,2
involuntary,0.75,0,2,checked,
possibility,0,0,2,unchecked,2
incredibility,0.125,0.5,1,checked,
chromatic,0,0,2,unchecked,2
outgo,0,0,2,checked,
enclosed,0,0,2,unchecked,2
in-basket,0,0,2,unchecked,2
associative,0.625,0,0,unchecked,2
immoderately,0,0.125,0,checked,
unstrap,0,0,2,checked,
unsheathe,0,0,2,checked,
unintelligibility,0,0,2,checked,
evenly,0,0,2,unchecked,2
thoughtfulness,0,0.125,2,unchecked,1
modest,0.375,0.5,2,unchecked,1
nationalization,0,0,2,unchecked,2
correctness,0,0.75,1,unchecked,1
deflationary_spiral,0,0,2,checked,
ingenuous,0.625,0.25,0,unchecked,2
unseasoned,0.625,0,2,checked,
unbaptized,0.625,0,2,checked,
nitrify,0,0,2,unchecked,2
incoherent,0,0,0,checked,
improbable,0.625,0,0,checked,
unquotable,0.5,0,0,checked,
insincere,0,0,0,checked,
inexpedient,0,0,0,checked,
couple,0.125,0,2,unchecked,2
legible,0,0,2,unchecked,1
strain,0,0,2,unchecked,0
export,0,0,2,unchecked,2
unconvinced,0.625,0.125,0,checked,
inflexibly,0,0.125,0,checked,
righteousness,0.125,0.75,1,unchecked,1
competitive,0,0,2,unchecked,2
painfully,0,0,2,unchecked,0
malevolently,0,0.25,0,checked,
disagreeably,0.25,0,0,checked,
unscrupulous,0.625,0,0,checked,
weave,0,0,2,unchecked,2
aesthetic,0,0,2,unchecked,2
demystify,0,0,2,checked,
misfortune,0.5,0,0,checked,
unromantically,0,0.25,2,checked,
propitiousness,0.125,0.5,1,unchecked,1
attendance,0,0,2,unchecked,2
conductor,0,0,2,unchecked,2
listed,0,0,2,unchecked,2
glazed,0,0,2,unchecked,2
skilled,0,0,2,unchecked,1
disappearance,0,0,0,checked,
monotonic,0,0,2,unchecked,2
uncombined,0.5,0.125,2,checked,
developed,0,0,2,unchecked,1
atonal,0.375,0,2,checked,
democratic,0.25,0.625,1,unchecked,1
linguistic,0,0,2,unchecked,2
undependably,0,0.25,0,checked,
unpredictable,0.625,0,2,checked,
unsystematic,0.125,0,0,checked,
improved,0,0,2,unchecked,1
relevance,0,0,2,unchecked,2
unbend,0,0,2,checked,
insurmountable,0.75,0,0,checked,
admissibility,0.375,0.375,2,unchecked,1
regulate,0,0,2,unchecked,2
finitely,0,0,2,unchecked,2
unwieldy,0,0,0,checked,
unfurrowed,0.5,0,2,checked,
noninfectious,0.375,0,1,checked,
continuance,0,0,2,unchecked,2
unavenged,0.5,0,0,checked,
derived,0,0,2,unchecked,2
substantiality,0.25,0.375,2,unchecked,2
incurability,0.125,0.125,0,checked,
contralateral,0,0,2,checked,
mown,0,0,2,unchecked,2
unclip,0,0,2,checked,
unicameral,0,0,2,checked,
burden,0.875,0,0,unchecked,0
inconsistency,0.25,0,0,checked,
node,0,0,2,unchecked,2
decriminalise,0,0,2,checked,
perceptive,0,0,2,unchecked,2
associate,0,0,2,unchecked,2
undeclared,0.75,0,2,checked,
artlessness,0.375,0.625,2,checked,
unintentionally,0.125,0.25,2,checked,
nonradioactive,0.25,0,2,checked,
stimulating,0,0,2,unchecked,2
repeatable,0,0,2,unchecked,2
avascular,0,0,2,checked,
unhappy,0.75,0,0,checked,
opportunely,0,0,2,unchecked,1
unstaged,0.625,0,2,checked,
indistinguishable,0.5,0.125,2,checked,
geared,0,0,2,unchecked,2
unperceptive,0.25,0.125,0,checked,
undeveloped,0.25,0,0,checked,
discontinuation,0,0,2,checked,
cautious,0,0.75,1,unchecked,1
restricted,0,0,2,unchecked,0
disjoin,0,0,2,checked,
overestimate,0,0.5,1,unchecked,0
dishonor,0,0,0,checked,
uncousinly,0,0,2,checked,
intellectual,0,0.5,1,unchecked,1
reticulate,0,0,2,unchecked,2
seaworthy,0,0,2,unchecked,1
disingenuousness,0.625,0.25,0,checked,
inhospitableness,0.5,0.125,0,checked,
unclean,0.75,0,0,checked,
desynchronise,0,0,2,checked,
join,0,0,2,unchecked,2
decompress,0,0,2,checked,
impervious,0.625,0,2,checked,
inexpediently,0,0.25,0,checked,
knot,0,0,2,unchecked,2
used,0,0,2,unchecked,2
materialize,0,0,2,unchecked,2
ineloquently,0,0.125,0,checked,
nonporous,0.625,0,2,checked,
nonmetamorphic,0.125,0,2,checked,
syncategoreme,0.375,0.125,2,checked,
decentralise,0,0,2,checked,
disable,0,0,0,checked,
exploratory,0,0,2,unchecked,2
unproductively,0,0.125,0,checked,
sympathetic,0,0,2,unchecked,1
absorbent,0,0,2,unchecked,2
insignificance,0.25,0.375,0,checked,
earned,0,0,2,unchecked,2
unshapely,0,0,0,checked,
ineradicable,0.5,0.125,0,checked,
happy,0,0.875,1,unchecked,1
invalidate,0,0,0,checked,
pointedness,0,0,2,unchecked,2
unpeaceful,0.75,0,0,checked,
debilitating,0,0,0,checked,
noncomprehensively,0,0,2,checked,
corrupt,0,0,2,unchecked,0
harness,0,0,2,unchecked,2
inflexibility,0.5,0,0,checked,
soleless,0,0,2,checked,
disassemble,0,0,2,checked,
experienced,0,0.5,1,unchecked,1
unmined,0.25,0,2,checked,
surprised,0.25,0.125,2,unchecked,2
unrighteous,0.625,0.375,0,checked,
maleficence,0.5,0,0,checked,
unreactive,0,0,2,checked,
disincentive,0.125,0,0,checked,
incorruptness,0.25,0.75,1,checked,
reactive,0,0,2,unchecked,2
inconvenient,0,0,0,checked,
effectively,0,0.375,1,unchecked,1
self-consciousness,0.375,0.25,2,unchecked,1
tastefully,0,0.125,2,unchecked,1
unselfishly,0,0.375,1,checked,
availability,0.125,0.5,1,unchecked,2
selected,0,0,2,unchecked,2
hairiness,0.125,0.375,2,unchecked,2
undue,0.25,0.125,0,checked,
superiority,0,0.75,1,unchecked,1
aplacental,0,0,2,checked,
abactinal,0,0,2,checked,
planted,0,0,2,unchecked,2
inconsiderately,0,0.25,0,checked,
unmodifiable,0.625,0,2,checked,
honest,0,0,2,unchecked,1
formality,0.125,0.375,2,unchecked,2
official,0,0,2,unchecked,2
twist,0,0,2,unchecked,2
uncomfortable,0.75,0,0,checked,
unpublishable,0.75,0.25,0,checked,
atypicality,0,0,2,checked,
irrelevance,0,0,0,checked,
fruitlessly,0,0.125,0,checked,
holiness,0.125,0.375,2,unchecked,2
errancy,0,0.375,1,unchecked,0
privileged,0,0,2,unchecked,1
unalterable,0.75,0,2,checked,
happily,0.25,0.5,2,unchecked,1
humorlessly,0,0.25,0,checked,
nonattendance,0,0,0,checked,
unlined,0.625,0,2,checked,
ionized,0,0,2,unchecked,2
indestructibility,0.25,0,2,checked,
frequent,0,0,2,unchecked,2
inelasticity,0.5,0,2,checked,
beneficent,0,0,2,unchecked,1
nonreflective,0.625,0,2,checked,
disinclination,0.625,0.25,0,checked,
disservice,0,0,0,checked,
musical,0.125,0.375,2,unchecked,2
incorrectly,0,0.25,0,checked,
good-natured,0,0.75,1,unchecked,1
untidy,0,0,0,checked,
handled,0,0,2,unchecked,2
transitivity,0,0,2,unchecked,2
legitimate,0,0,2,unchecked,1
uselessly,0,0.25,0,checked,
deodourise,0,0,2,checked,
inefficaciously,0,0.25,0,checked,
armless,0,0,2,checked,
capable,0,0.125,2,unchecked,1
impotence,0.375,0.125,0,checked,
gracious,0,0.875,1,unchecked,1
convertibility,0.125,0.5,1,unchecked,2
overtime,0,0,2,checked,
tuneful,0,0,2,unchecked,1
processed,0,0,2,unchecked,2
unwillingness,0.5,0,0,checked,
believably,0,0.25,2,unchecked,1
modestly,0,0.125,2,unchecked,1
reconstructed,0,0,2,unchecked,2
activate,0,0,2,unchecked,2
artful,0.875,0,0,unchecked,1
unloading,0,0,2,checked,
nondriver,0,0,2,checked,
ungrammatically,0,0.25,0,checked,
inconsiderable,0,0.125,0,checked,
scientific,0,0,2,unchecked,2
uncork,0,0,2,checked,
attributable,0,0.625,1,unchecked,2
maleficent,0,0,0,checked,
disadvantageous,0.25,0.75,0,checked,
placable,0,0.625,1,unchecked,2
bodied,0,0,2,unchecked,2
sure,0,0,2,unchecked,1
attachable,0,0.5,1,unchecked,2
unsheared,0.125,0,2,checked,
periodic,0,0,2,unchecked,2
unwarily,0.375,0,0,checked,
encouraging,0,0,2,unchecked,1
tanned,0,0,2,unchecked,2
unashamedly,0,0,2,checked,
infinitely,0,0.125,2,checked,
deniable,0.25,0.625,1,unchecked,2
unrelatedness,0.5,0,2,checked,
continent,0,0,2,unchecked,2
fruitfulness,0,0.75,1,unchecked,1
unintelligible,0,0.375,0,checked,
unappealingly,0,0.25,0,checked,
unburied,0.25,0,2,checked,
dissonance,0,0.125,0,checked,
unblended,0.625,0,2,checked,
ungracefully,0,0,0,checked,
untapped,0.625,0,2,checked,
illegitimacy,0,0,0,checked,
embarkation,0,0,2,unchecked,2
passerine,0,0,2,unchecked,2
unoccupied,0.75,0,2,checked,
systematic,0.5,0,0,unchecked,2
mindful,0,0,2,unchecked,1
insane,0,0,0,checked,
contestable,0,0.625,1,unchecked,2
proportionately,0,0,2,unchecked,2
prepared,0,0.625,1,unchecked,1
disinherit,0,0,2,checked,
embark,0,0,2,unchecked,2
disappear,0,0,2,checked,
nonindulgent,0,0,2,checked,
employable,0,0.375,1,unchecked,1
pleased,0,0.625,1,unchecked,1
solubility,0,0,2,unchecked,2
unmotorized,0,0,2,checked,
merciless,0,0,0,checked,
manageably,0,0.125,2,unchecked,1
refined,0,0,2,unchecked,1
substantial,0,0,2,unchecked,2
unfavorableness,0.625,0,0,checked,
decent,0,0,2,unchecked,1
detach,0,0,2,checked,
unattached,0,0,2,checked,
undramatically,0,0.25,2,checked,
judgmental,0,0,2,unchecked,0
uncontroversial,0.625,0.125,2,checked,
fairly,0.25,0.125,2,unchecked,1
reversible,0,0.5,1,unchecked,2
irresoluteness,0.375,0.25,0,checked,
downstairs,0,0,2,checked,
toneless,0,0,0,checked,
convergent,0,0,2,unchecked,2
critically,0,0.125,2,unchecked,2
inconveniently,0,0.125,0,checked,
intemperance,0.375,0.375,0,checked,
politeness,0,0.75,1,unchecked,1
gusseted,0,0,2,unchecked,2
unsettled,0,0,0,checked,
inequitable,0.625,0.25,0,checked,
unfaithfully,0,0.25,0,checked,
overspend,0,0,2,unchecked,0
implacable,0.444,0.556,2,checked,
inexplicable,0.5,0.125,2,checked,
joyless,0,0,0,checked,
unrenewable,0.125,0.125,0,checked,
please,0,0,2,unchecked,1
insincerely,0,0,0,checked,
unfurl,0,0,2,checked,
bedded,0,0,2,unchecked,2
lossy,0,0,2,unchecked,2
divisible,0,0.5,1,unchecked,2
clearness,0.125,0.5,1,unchecked,1
dishonorably,0,0.25,0,checked,
anestrous,0,0,2,checked,
denationalize,0,0,2,checked,
mutableness,0.125,0.625,1,unchecked,2
nonechoic,0,0,2,checked,
precedented,0,0,2,unchecked,2
prudent,0,0,2,unchecked,1
dislodge,0,0,2,checked,
impersonal,0.625,0,0,checked,
asexual,0.625,0,2,checked,
nonabsorbent,0,0,2,checked,
acceptability,0.25,0.5,2,unchecked,1
ungroomed,0.75,0.125,0,checked,
surgical,0,0,2,unchecked,2
active,0.5,0.375,2,unchecked,1
sensitizing,0,0,2,unchecked,2
tidy,0,0,2,unchecked,1
encourage,0,0,2,unchecked,1
significantly,0,0,2,unchecked,2
actable,0,0.625,1,unchecked,1
decelerate,0,0,2,checked,
determined,0,0,2,unchecked,2
fragrant,0,0,2,unchecked,2
accessible,0,0.625,1,unchecked,1
discordant,0,0,0,checked,
harmlessly,0,0.25,2,checked,
uncoiled,0.5,0,2,checked,
unoiled,0.125,0,2,checked,
nonsteroidal,0.375,0,2,checked,
flattering,0,0,2,unchecked,1
unsatisfactoriness,0,0.75,0,checked,
abridged,0,0,2,unchecked,2
favorableness,0.125,0.625,1,unchecked,1
decentralize,0,0,2,checked,
fatal,0,0,2,unchecked,0
nonbeing,0,0,2,checked,
pardonable,0,0.125,2,unchecked,1
nonspeaking,0,0,2,checked,
unlisted_security,0,0,2,checked,
weaned,0,0,2,unchecked,2
undemonstrative,0.75,0,2,checked,
honesty,0.375,0.5,2,unchecked,1
uncontaminated,0.625,0.125,1,checked,
demagnetize,0,0,2,checked,
behave,0,0,2,unchecked,2
undemocratically,0,0.25,0,checked,
demythologize,0,0,2,checked,
unwrap,0,0,2,checked,
finiteness,0.25,0.375,2,unchecked,2
nonsyllabic,0.5,0,2,checked,
disorienting,0,0,0,checked,
unrepentant,0.75,0,0,checked,
unsexy,0,0,0,checked,
breakableness,0,0,2,unchecked,2
unwritten,0.25,0.375,2,checked,
useless,0,0,0,checked,
regularity,0,0,2,unchecked,2
energise,0,0,2,unchecked,1
dishonorable,0.5,0.5,0,checked,
nonslippery,0,0,2,checked,
resolute,0,0,2,unchecked,1
unappetizing,0,0,0,checked,
decentralized,0,0,2,checked,
decentralization,0,0,2,checked,
contaminated,0,0,2,unchecked,0
movability,0,0.5,1,unchecked,1
sexual,0.125,0.375,2,unchecked,2
suitableness,0,0.625,1,unchecked,1
ungraciously,0,0,0,checked,
trust,0,0,2,unchecked,1
desecrate,0,0,0,checked,
obediently,0,0.375,1,unchecked,1
proportion,0,0,2,unchecked,2
explicable,0,0.625,1,unchecked,1
uncivil,0,0.875,0,checked,
necked,0,0,2,unchecked,2
limited,0,0,2,unchecked,0
disenchanted,0,0,0,checked,
unfueled,0.625,0,2,checked,
downwardly,0.125,0,2,checked,
irresponsibility,0.375,0,0,checked,
composure,0,0.375,1,unchecked,1
framed,0,0,2,unchecked,2
heedless,0,0,0,checked,
normotensive,0.125,0,2,unchecked,2
caulescent,0,0,2,unchecked,2
